Ciudad,Fecha,Num. Nota,RUT,Razón Social,Canal,Fecha Entrega,Forma de Pago,Num. Ord .Compra,Tot. Neto,Item,Código,Descriptor,Cantidad,Cant. Desp.,Precio Unitario,Pendiente,Terminado,Marca,Línea,Sub Línea 1,Sub Línea 2,Clasificación,Cod. Vend. Cartera,Nombre Vendedor Cartera,Cod. Vendedor,Nombre Vendedor N/V
Distribución             ,2025-06-24 00:00:00,105083,69080200-7   ,I. MUNICIPALIDAD DE MACHALI ADQ. MUNICIPAL        ,Chilecompra                   ,2025-06-24 00:00:00,Credito                                 ,3181-278-AG25                           ,381853,20,3815523                       ,CARBON ARTEL SAUCE BARRA 12 UND,4,0,6300,4,NO,ARTEL                                   ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,ARTE Y MANUALIDADES DECORATIVAS         ,                                        ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Distribución             ,2025-06-24 00:00:00,105083,69080200-7   ,I. MUNICIPALIDAD DE MACHALI ADQ. MUNICIPAL        ,Chilecompra                   ,2025-06-24 00:00:00,Credito                                 ,3181-278-AG25                           ,381853,9,3813287                       ,CARTULINA ARTEL ROJA 53X75CM 25 UND,4,2,7062,2,NO,ARTEL                                   ,LIBRERÍA                                ,PAPELERÍA                               ,CARTULINAS                              ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Distribución             ,2025-06-24 00:00:00,105087,69060700-K_3 ,I.MUNICIPALIDAD DE QUINTERO-SALUD                 ,Chilecompra                   ,,Credito                                 ,640840-80-AG25                          ,50568,1,3815134                       ,FUNDA SELLOFFICE CARTA BORDE BLANCO 10UN,240,0,210.7,240,NO,SELLOFFICE                              ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,FUNDAS                                  ,STOCK                                   ,FQU                           ,Fernanda Quiroga                             ,FQU                           ,Fernanda Quiroga                             
Distribución             ,2025-06-24 00:00:00,105092,60911000-7   ,UNIVERSIDAD DE SANTIAGO DE CHILE                  ,Chilecompra                   ,2025-06-24 00:00:00,Credito                                 ,5067-1797-AG25                          ,596208,8,3815005                       ,CINTA ADHESIVA JM 18X30MM CRISTAL,30,0,132,30,NO,JM                                      ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-06-24 00:00:00,105092,60911000-7   ,UNIVERSIDAD DE SANTIAGO DE CHILE                  ,Chilecompra                   ,2025-06-24 00:00:00,Credito                                 ,5067-1797-AG25                          ,596208,32,3808158                       ,LA.BO PAPER MATE KILOMETRICO100 0.7FINO AZUL,100,59,155,41,NO,PAPER MATE                              ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,BOLÍGRAFO PASTA                         ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-06-25 00:00:00,105095,71236700-8_6 ,UNIVERSIDAD DE ATACAMA-CIENCIAS JURIDICAS         ,Chilecompra                   ,2025-06-25 00:00:00,Credito                                 ,511451-45-AG25                          ,442234,33,3815527                       ,GRAPA 6 MM,2,0,7840,2,NO,S/M                                     ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,                                        ,,,,
Distribución             ,2025-06-25 00:00:00,105095,71236700-8_6 ,UNIVERSIDAD DE ATACAMA-CIENCIAS JURIDICAS         ,Chilecompra                   ,2025-06-25 00:00:00,Credito                                 ,511451-45-AG25                          ,442234,34,3815528                       ,GRAPA 8MM,2,0,9750,2,NO,S/M                                     ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,                                        ,,,,
Distribución             ,2025-06-25 00:00:00,105095,71236700-8_6 ,UNIVERSIDAD DE ATACAMA-CIENCIAS JURIDICAS         ,Chilecompra                   ,2025-06-25 00:00:00,Credito                                 ,511451-45-AG25                          ,442234,35,3815039                       ,GRAPA S/M 23/12 COBRIZADA 5000UN.,2,0,6490,2,NO,S/M                                     ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,F MAESTRA                               ,,,,
Distribución             ,2025-06-25 00:00:00,105097,61978660-2   ,CARABINEROS DE CHILE - II ZONA ANTOFAGASTA        ,Chilecompra                   ,2025-06-25 00:00:00,Credito                                 ,1079454-289-AG25                        ,742162,16,1301140                       ,TOALLA DE PAPEL TECNOPAPEL INTERF D/H 200UN,40,0,1191,40,NO,TECNOPAPEL                              ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,TOALLAS DE PAPEL INSTITUCIONAL          ,STOCK                                   ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
Distribución             ,2025-06-25 00:00:00,105097,61978660-2   ,CARABINEROS DE CHILE - II ZONA ANTOFAGASTA        ,Chilecompra                   ,2025-06-25 00:00:00,Credito                                 ,1079454-289-AG25                        ,742162,6,1301569                       ,TOALLA REGIO D/H 100M,20,0,5268,20,NO,REGIO                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,TOALLAS DE PAPEL MASIVO                 ,A PEDIDO                                ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
Distribución             ,2025-06-25 00:00:00,105098,60511080-0   ,INTENDENCIA VIII REGION DEL BIO-BIO               ,Chilecompra                   ,2025-06-25 00:00:00,Credito                                 ,1143-186-ag25                           ,339360,6,3815005                       ,CINTA ADHESIVA JM 18X30MM CRISTAL,12,0,132,12,NO,JM                                      ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,STOCK                                   ,,,,
Distribución             ,2025-06-26 00:00:00,105102,70885500-6   ,UNIVERSIDAD DE TALCA                              ,Chilecompra                   ,2025-06-26 00:00:00,Credito                                 ,1469-1055-AG25                          ,102470,9,5001169                       ,CINTA 3M 810 MAGICA 19X25MT,3,2,2903,1,NO,3M                                      ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KPU                           ,Kaina Puebla                                 
Distribución             ,2025-06-26 00:00:00,105109,69110600-4_1 ,I. MUNICIPALIDAD DE PELARCO - EDUCACIÓN           ,Chilecompra                   ,2025-06-26 00:00:00,Credito                                 ,3767-109-AG25                           ,290981,12,6542527                       ,PENDRIVE 128 GB,10,0,11600,10,NO,KINGSTON                                ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,ARCHIVADORES                            ,                                        ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
